Munic_pio,uf,nome,codigo,REGIAO,total,utiliza,distm,FPM,valorPNATE,y,x
Mato Rico,PR,MATORICO,411573,SUL,573,535,25.18641976,6101.7997037,31247.53248,-24.705,-52.146
Mauá da Serra,PR,MAUADASERRA,411575,SUL,440,300,16.659882646,9023.961339,40291.97135,-23.901,-51.229
Medianeira,PR,MEDIANEIRA,411580,SUL,647,559,15.798635459,26696.048085,24682.99969,-25.295,-54.094
Mercedes,PR,MERCEDES,411585,SUL,423,358,13.915579491,5907.0971572,30337.210164,-24.454,-54.162
Mirador,PR,MIRADOR,411590,SUL,95,89,20.357295484,4609.9847264,27859.702102,-23.258,-52.776
Miraselva,PR,MIRASELVA,411600,SUL,125,120,11.75179067,4445.0241548,22133.77901,-22.966,-51.455
Missal,PR,MISSAL,411605,SUL,1007,785,17.479538078,8983.9889428,37924.047621,-25.092,-54.248
Moreira Sales,PR,MOREIRASALES,411610,SUL,463,410,17.992901655,10979.306707,25974.939578,-24.062,-53.007
Morretes,PR,MORRETES,411620,SUL,2032,1554,30.97534233,18461.358515,50495.888787,-25.477,-48.834
Munhoz de Melo,PR,MUNHOZDEMELO,411630,SUL,124,122,12.77127671,5423.1022493,18867.928553,-23.148,-51.774
Nossa Senhora das Graças,PR,NOSSASENHORADASGRACAS,411640,SUL,168,156,10.493107292,5577.9881255,21487.084859,-22.914,-51.794
Nova Aliança do Ivaí,PR,NOVAALIANCADOIVAI,411650,SUL,93,84,10.784318241,4341.2445764,25610.067726,-23.177,-52.602
Nova América da Colina,PR,NOVAAMERICADACOLINA,411660,SUL,178,169,12.73326735,5251.3316803,21937.989738,-23.331,-50.718
Nova Aurora,PR,NOVAAURORA,411670,SUL,431,405,22.295702516,9814.7208877,24941.089823,-24.529,-53.256
Nova Cantu,PR,NOVACANTU,411680,SUL,732,627,22.771671793,8418.4773959,33978.058902,-24.673,-52.569
Nova Esperança,PR,NOVAESPERANCA,411690,SUL,554,441,23.184875383,21174.642088,33361.010837,-23.184,-52.205
Nova Esperança do Sudoeste,PR,NOVAESPERANCADOSUDOESTE,411695,SUL,625,584,15.569793572,6220.5984336,26080.279674,-25.907,-53.263
Nova Fátima,PR,NOVAFATIMA,411700,SUL,376,346,15.762337821,7209.6722644,24264.26506,-23.432,-50.564
Nova Laranjeiras,PR,NOVALARANJEIRAS,411705,SUL,1817,1284,38.75378207,12305.644371,58779.940717,-25.307,-52.541
Nova Londrina,PR,NOVALONDRINA,411710,SUL,274,234,18.823834627,9408.0981879,28119.998007,-22.766,-52.985
Nova Olímpia,PR,NOVAOLIMPIA,411720,SUL,200,180,14.366870347,6385.3055602,24627.904393,-23.472,-53.089
Nova Santa Bárbara,PR,NOVASANTABARBARA,411721,SUL,217,197,12.568927111,5994.0935856,23753.185093,-23.597,-50.724
Nova Santa Rosa,PR,NOVASANTAROSA,411722,SUL,409,313,18.961317748,6975.2609857,37280.174751,-24.466,-53.953
Nova Prata do Iguaçu,PR,NOVAPRATADOIGUACU,411725,SUL,752,615,18.176151263,8798.1994203,33998.332004,-25.633,-53.347
Nova Tebas,PR,NOVATEBAS,411727,SUL,1104,868,21.438433857,8559.33437,40615.589526,-24.438,-51.945
Novo Itacolomi,PR,NOVOITACOLOMI,411729,SUL,184,165,13.490847894,4733.7214948,27171.639968,-23.764,-51.507
Ortigueira,PR,ORTIGUEIRA,411730,SUL,2882,2123,46.167838672,21488.782499,66353.438944,-24.208,-50.949
Ourizona,PR,OURIZONA,411740,SUL,64,64,21.486564034,4828.7914026,23353.240415,-23.405,-52.199
Ouro Verde do Oeste,PR,OUROVERDEDOOESTE,411745,SUL,265,249,16.781130655,5986.0781267,24216.259678,-24.805,-53.903
Paiçandu,PR,PAICANDU,411750,SUL,109,76,19.19384906,26643.846178,34409.173943,-23.458,-52.049
Palmas,PR,PALMAS,411760,SUL,995,564,48.97086574,39944.346963,65425.926983,-26.484,-51.991
Palmeira,PR,PALMEIRA,411770,SUL,2359,2012,36.957044919,27557.031777,48996.192691,-25.429,-50.006
Palmital,PR,PALMITAL,411780,SUL,1689,1532,31.163959243,14892.025626,39013.419203,-24.893,-52.203
Palotina,PR,PALOTINA,411790,SUL,630,577,23.955520676,19132.682124,26253.047187,-24.284,-53.84
Paraíso do Norte,PR,PARAISODONORTE,411800,SUL,219,211,16.531770479,9290.9443512,18933.241699,-23.281,-52.602
Paranacity,PR,PARANACITY,411810,SUL,264,209,24.850225293,8470.960776,36340.606592,-22.93,-52.151
Paranaguá,PR,PARANAGUA,411820,SUL,761,116,25.138105482,105124.29734,78612.462538,-25.52,-48.509
Paranapoema,PR,PARANAPOEMA,411830,SUL,55,46,11.402568956,4832.6051969,29086.899047,-22.634,-52.098
Paranavaí,PR,PARANAVAI,411840,SUL,1020,912,51.921780367,45800.993821,44307.340666,-23.073,-52.465
Pato Bragado,PR,PATOBRAGADO,411845,SUL,198,161,10.803415858,5753.1666,29601.555706,-24.626,-54.225
Pato Branco,PR,PATOBRANCO,411850,SUL,796,716,26.148215542,44005.418751,28183.611624,-26.229,-52.671
Paula Freitas,PR,PAULAFREITAS,411860,SUL,439,408,24.022156606,6197.8375046,29835.034284,-26.208,-50.938
Paulo Frontin,PR,PAULOFRONTIN,411870,SUL,750,685,21.573647482,6879.3048691,30911.134908,-26.04,-50.836
Peabiru,PR,PEABIRU,411880,SUL,385,280,23.721129779,11272.894239,39471.710917,-23.913,-52.343
Perobal,PR,PEROBAL,411885,SUL,254,201,23.508938865,6168.7029618,37901.154069,-23.896,-53.41
Pérola,PR,PEROLA,411890,SUL,296,241,17.218740256,7414.0363497,31678.757958,-23.805,-53.684
Pérola D'Oeste,PR,PEROLADOESTE,411900,SUL,665,608,14.62066545,6774.8763368,26531.679955,-25.824,-53.74
Piên,PR,PIEN,411910,SUL,1527,1175,20.052122959,11223.706817,42480.21517,-26.098,-49.429
Pinhais,PR,PINHAIS,411915,SUL,81,13,10.898570875,74396.644639,65661.836383,-25.445,-49.193
Pinhalão,PR,PINHALAO,411920,SUL,580,512,22.150727773,6392.1080392,32762.65892,-23.793,-50.056
Pinhal de São Bento,PR,PINHALDESAOBENTO,411925,SUL,402,372,11.849906068,5247.1276748,24690.260913,-26.03,-53.483
Pinhão,PR,PINHAO,411930,SUL,3557,2889,38.86193666,31706.555121,60963.734112,-25.696,-51.66
Piraí do Sul,PR,PIRAIDOSUL,411940,SUL,1344,748,39.202841473,18773.628938,64678.880707,-24.526,-49.949
Piraquara,PR,PIRAQUARA,411950,SUL,2648,1127,12.997009896,64677.591422,66366.597197,-25.442,-49.063
Pitanga,PR,PITANGA,411960,SUL,2824,2451,38.505246966,28067.188967,52009.233813,-24.757,-51.761
Pitangueiras,PR,PITANGUEIRAS,411965,SUL,163,146,11.484837715,4888.3641673,25632.947805,-23.231,-51.586
Planaltina do Paraná,PR,PLANALTINADOPARANA,411970,SUL,322,313,26.833966659,5669.3381549,28409.672634,-23.007,-52.914
Planalto,PR,PLANALTO,411980,SUL,1169,1045,21.870686982,10110.421653,32864.757483,-25.716,-53.766
Ponta Grossa,PR,PONTAGROSSA,411990,SUL,2284,1651,49.254129788,162153.99645,62702.705827,-25.095,-50.162
Pontal do Paraná,PR,PONTALDOPARANA,411995,SUL,58,42,20.036501807,17601.757087,33677.976599,-25.674,-48.511
Porecatu,PR,PORECATU,412000,SUL,493,355,15.93247792,12132.027331,36085.904505,-22.756,-51.379
Porto Amazonas,PR,PORTOAMAZONAS,412010,SUL,165,132,15.152223785,6446.9613046,31690.120463,-25.545,-49.89
Porto Barreiro,PR,PORTOBARREIRO,412015,SUL,583,559,17.225599464,5787.2463248,25645.66897,-25.547,-52.408
Porto Rico,PR,PORTORICO,412020,SUL,161,146,18.166278124,4959.773058,28379.545674,-22.772,-53.267
Porto Vitória,PR,PORTOVITORIA,412030,SUL,316,286,21.099095326,5826.4403698,29603.07726,-26.161,-51.232
Prado Ferreira,PR,PRADOFERREIRA,412033,SUL,90,88,14.710746075,5189.3855981,20568.916417,-23.039,-51.442
Pranchita,PR,PRANCHITA,412035,SUL,348,309,21.535622977,6122.5773436,30815.500163,-26.02,-53.74
Presidente Castelo Branco,PR,PRESIDENTECASTELOBRANCO,412040,SUL,131,126,13.02621949,6112.8450953,19480.613589,-23.278,-52.152
Primeiro de Maio,PR,PRIMEIRODEMAIO,412050,SUL,232,219,19.699342179,7430.2000631,23566.18425,-22.851,-51.028
Prudentópolis,PR,PRUDENTOPOLIS,412060,SUL,4616,3592,62.110716208,34828.287918,83393.896755,-25.213,-50.978
Quarto Centenário,PR,QUARTOCENTENARIO,412065,SUL,290,283,21.760171663,6229.1552823,24274.082364,-24.279,-53.076
Quatiguá,PR,QUATIGUA,412070,SUL,163,157,12.776190194,6172.4935098,19386.554983,-23.567,-49.914
Quatro Barras,PR,QUATROBARRAS,412080,SUL,354,350,18.182817581,16719.590906,16482.150623,-25.366,-49.077
Quatro Pontes,PR,QUATROPONTES,412085,SUL,219,193,10.331370215,5125.1608046,25884.700265,-24.575,-53.977
Quedas do Iguaçu,PR,QUEDASDOIGUACU,412090,SUL,2209,1888,25.65136218,21810.534192,42092.275301,-25.45,-52.908
Querência do Norte,PR,QUERENCIADONORTE,412100,SUL,1051,896,32.918613254,12071.494862,40168.564307,-23.084,-53.484
Quinta do Sol,PR,QUINTADOSOL,412110,SUL,365,272,16.646058846,6812.2014849,37273.424702,-23.852,-52.13
Quitandinha,PR,QUITANDINHA,412120,SUL,2207,1882,24.15825379,14609.677701,42593.164869,-25.872,-49.498
Ramilândia,PR,RAMILANDIA,412125,SUL,450,400,17.509657158,6399.321808,28858.35862,-25.12,-54.025
Rancho Alegre,PR,RANCHOALEGRE,412130,SUL,85,74,11.643789846,5781.7605847,25239.13744,-23.07,-50.913
Rancho Alegre D'Oeste,PR,RANCHOALEGREDOESTE,412135,SUL,109,102,21.014997549,5096.0234682,27291.604994,-24.307,-52.954
Realeza,PR,REALEZA,412140,SUL,926,793,29.174453996,12045.072819,36972.145617,-25.767,-53.527
Rebouças,PR,REBOUCAS,412150,SUL,1245,1143,24.724289158,14193.937928,31774.931078,-25.621,-50.693
Renascença,PR,RENASCENCA,412160,SUL,730,668,24.173756196,6799.9113719,32178.132933,-26.158,-52.969
Reserva,PR,RESERVA,412170,SUL,2657,1535,44.408570224,25383.934419,74482.787177,-24.65,-50.851
Reserva do Iguaçu,PR,RESERVADOIGUACU,412175,SUL,1140,1008,29.294458875,9975.5927546,37510.685724,-25.839,-52.028
Ribeirão Claro,PR,RIBEIRAOCLARO,412180,SUL,762,655,30.768327466,9603.7812491,37612.908538,-23.194,-49.758
Ribeirão do Pinhal,PR,RIBEIRAODOPINHAL,412190,SUL,589,478,22.229448407,12345.702055,33798.309066,-23.408,-50.357
Rio Azul,PR,RIOAZUL,412200,SUL,1723,1120,26.023366167,13078.384049,54773.919712,-25.733,-50.796
Rio Bom,PR,RIOBOM,412210,SUL,200,168,15.122251641,5165.8991552,31186.662444,-23.762,-51.411
Rio Bonito do Iguaçu,PR,RIOBONITODOIGUACU,412215,SUL,3344,2500,27.542373589,19966.302674,58706.771128,-25.491,-52.526
Rio Branco do Ivaí,PR,RIOBRANCODOIVAI,412217,SUL,510,338,17.810260729,6053.4134556,45639.0979,-24.324,-51.313
Rio Branco do Sul,PR,RIOBRANCODOSUL,412220,SUL,1766,1366,38.109050906,31343.858148,50791.323995,-25.19,-49.314
Rio Negro,PR,RIONEGRO,412230,SUL,1748,1566,32.928094623,23294.954873,39883.743609,-26.106,-49.798
Rolândia,PR,ROLANDIA,412240,SUL,589,526,19.957331126,34886.055846,24088.345042,-23.31,-51.369
Roncador,PR,RONCADOR,412250,SUL,1053,957,32.230178696,10487.403977,36554.500988,-24.603,-52.275
Rondon,PR,RONDON,412260,SUL,355,317,27.530691113,7488.5960873,32238.622983,-23.411,-52.761
Rosário do Ivaí,PR,ROSARIODOIVAI,412265,SUL,774,595,25.195876463,6563.0429272,43504.857348,-24.278,-51.275
Sabáudia,PR,SABAUDIA,412270,SUL,206,184,15.422039525,6423.183631,25675.801833,-23.318,-51.553
Salgado Filho,PR,SALGADOFILHO,412280,SUL,565,520,21.729998514,6118.8164753,30184.695477,-26.17,-53.361
Salto do Itararé,PR,SALTODOITARARE,412290,SUL,272,244,20.900678251,5979.7790178,29509.07551,-23.601,-49.626
Salto do Lontra,PR,SALTODOLONTRA,412300,SUL,1138,972,17.144130556,11424.224865,32198.202198,-25.784,-53.309
Santa Amélia,PR,SANTAAMELIA,412310,SUL,320,250,12.296245952,6277.3549727,32718.132686,-23.266,-50.424
Santa Cecília do Pavão,PR,SANTACECILIADOPAVAO,412320,SUL,142,113,11.200149539,5644.3174061,30816.195557,-23.517,-50.784
Santa Cruz de Monte Castelo,PR,SANTACRUZDEMONTECASTELO,412330,SUL,374,335,35.858160483,6279.2097852,38149.885158,-22.953,-53.297
Santa Fé,PR,SANTAFE,412340,SUL,257,243,15.616987444,7565.4443808,21248.322156,-23.038,-51.805
Santa Helena,PR,SANTAHELENA,412350,SUL,1805,1228,24.405705529,18484.673756,51152.452215,-24.86,-54.333
Santa Inês,PR,SANTAINES,412360,SUL,122,98,21.970586641,4452.9747742,38631.614725,-22.638,-51.903
Santa Isabel do Ivaí,PR,SANTAISABELDOIVAI,412370,SUL,269,240,29.891759225,6620.5642227,33930.660612,-23.003,-53.197
Santa Izabel do Oeste,PR,SANTAIZABELDOOESTE,412380,SUL,744,657,22.278604569,9508.007985,31220.962894,-25.821,-53.484
Santa Lúcia,PR,SANTALUCIA,412382,SUL,342,274,11.178891669,5612.8557054,31874.456602,-25.407,-53.566
Santa Maria do Oeste,PR,SANTAMARIADOOESTE,412385,SUL,2028,1698,30.02984479,13777.964084,45886.051223,-24.939,-51.863
Santa Mariana,PR,SANTAMARIANA,412390,SUL,340,304,29.724250221,9689.3177125,31648.775093,-23.151,-50.519
Santa Mônica,PR,SANTAMONICA,412395,SUL,243,203,15.177449556,5388.4382563,31410.760172,-23.108,-53.109
Santana do Itararé,PR,SANTANADOITARARE,412400,SUL,321,306,14.181772453,5843.3175895,22438.821377,-23.755,-49.629
Santa Tereza do Oeste,PR,SANTATEREZADOOESTE,412402,SUL,400,327,20.190441412,11612.629454,31214.909166,-25.052,-53.633
Santa Terezinha de Itaipu,PR,SANTATEREZINHADEITAIPU,412405,SUL,375,339,15.144491884,18104.646722,20594.21144,-25.447,-54.401
Santo Antônio da Platina,PR,SANTOANTONIODAPLATINA,412410,SUL,1148,660,24.911471875,30057.775781,53077.089622,-23.295,-50.077
Santo Antônio do Caiuá,PR,SANTOANTONIODOCAIUA,412420,SUL,122,114,15.988776791,4915.5218821,25083.633582,-22.735,-52.342
Santo Antônio do Paraíso,PR,SANTOANTONIODOPARAISO,412430,SUL,146,120,25.075309828,4679.2054431,38639.343522,-23.494,-50.646
Santo Antônio do Sudoeste,PR,SANTOANTONIODOSUDOESTE,412440,SUL,1130,828,21.560754754,16922.160993,41505.152292,-26.07,-53.723
Santo Inácio,PR,SANTOINACIO,412450,SUL,184,178,19.085678949,6133.6095912,22780.954765,-22.698,-51.794
São Carlos do Ivaí,PR,SAOCARLOSDOIVAI,412460,SUL,95,86,18.017751768,6270.4028713,25700.967561,-23.315,-52.476
São Jerônimo da Serra,PR,SAOJERONIMODASERRA,412470,SUL,1263,965,31.333536528,12177.522996,46880.227743,-23.728,-50.741
São João,PR,SAOJOAO,412480,SUL,693,592,29.914712079,8478.9507105,37767.384296,-25.828,-52.725
São João do Caiuá,PR,SAOJOAODOCAIUA,412490,SUL,230,194,15.030957853,7467.5343994,27923.140589,-22.852,-52.337
São João do Ivaí,PR,SAOJOAODOIVAI,412500,SUL,468,397,17.269438839,10188.761174,28575.505105,-23.98,-51.818
São João do Triunfo,PR,SAOJOAODOTRIUNFO,412510,SUL,1967,1872,21.490512355,13803.202759,32782.399292,-25.683,-50.297
São Jorge D'Oeste,PR,SAOJORGEDOESTE,412520,SUL,658,568,24.510280559,7277.9051388,34952.353555,-25.706,-52.918
São Jorge do Ivaí,PR,SAOJORGEDOIVAI,412530,SUL,115,100,16.225776857,5456.6560581,28599.535102,-23.433,-52.293
São Jorge do Patrocínio,PR,SAOJORGEDOPATROCINIO,412535,SUL,372,335,18.220248068,6005.2401072,28444.758459,-23.741,-53.927
São José da Boa Vista,PR,SAOJOSEDABOAVISTA,412540,SUL,458,387,21.557160697,6350.9633097,34266.010881,-23.916,-49.652
São José das Palmeiras,PR,SAOJOSEDASPALMEIRAS,412545,SUL,228,216,15.252858136,5011.5737012,24307.376192,-24.838,-54.064
São José dos Pinhais,PR,SAOJOSEDOSPINHAIS,412550,SUL,4194,3677,46.677700235,158960.23554,63883.719931,-25.535,-49.206
São Manoel do Paraná,PR,SAOMANOELDOPARANA,412555,SUL,145,123,11.42413233,4659.1304877,29307.804866,-23.403,-52.644
São Mateus do Sul,PR,SAOMATEUSDOSUL,412560,SUL,2662,2317,32.34274915,31206.581196,47113.808591,-25.874,-50.383
São Miguel do Iguaçu,PR,SAOMIGUELDOIGUACU,412570,SUL,1500,1111,27.723569888,20992.063533,46323.610084,-25.348,-54.238
São Pedro do Iguaçu,PR,SAOPEDRODOIGUACU,412575,SUL,477,398,25.092799681,7336.3381876,35960.88102,-24.936,-53.855
São Pedro do Ivaí,PR,SAOPEDRODOIVAI,412580,SUL,258,218,16.762511938,7676.5180853,28777.190883,-23.865,-51.856
São Pedro do Paraná,PR,SAOPEDRODOPARANA,412590,SUL,158,153,21.351642095,4906.6413745,25957.81213,-22.824,-53.22
São Sebastião da Amoreira,PR,SAOSEBASTIAODAAMOREIRA,412600,SUL,226,153,14.101523107,8295.4421772,38243.379152,-23.465,-50.761
São Tomé,PR,SAOTOME,412610,SUL,128,119,20.728040791,6231.8972669,25782.493476,-23.538,-52.591
Sapopema,PR,SAPOPEMA,412620,SUL,820,694,23.132298078,7443.1497555,36329.640228,-23.911,-50.58
Sarandi,PR,SARANDI,412625,SUL,132,59,13.484826468,55810.862036,47768.855255,-23.444,-51.874
Saudade do Iguaçu,PR,SAUDADEDOIGUACU,412627,SUL,461,454,12.590043937,6492.5481043,19428.946995,-25.694,-52.619
Sengés,PR,SENGES,412630,SUL,1230,448,55.837076785,19094.687621,86396.58583,-24.113,-49.464
Serranópolis do Iguaçu,PR,SERRANOPOLISDOIGUACU,412635,SUL,268,262,27.531031379,5439.6360014,28429.201519,-25.38,-54.052
Sertaneja,PR,SERTANEJA,412640,SUL,179,154,31.968656072,6881.9914414,36360.437732,-23.037,-50.838
Sertanópolis,PR,SERTANOPOLIS,412650,SUL,281,237,20.456841037,12194.62192,28513.054986,-23.059,-51.036
Siqueira Campos,PR,SIQUEIRACAMPOS,412660,SUL,634,540,24.402038587,15885.861208,31555.690731,-23.689,-49.834
Sulina,PR,SULINA,412665,SUL,316,282,15.924646424,4724.8991278,29757.258074,-25.702,-52.722
Tamarana,PR,TAMARANA,412667,SUL,867,828,24.143453586,10566.83125,27543.570179,-23.723,-51.097
Tamboara,PR,TAMBOARA,412670,SUL,105,101,11.057791263,5325.9247562,19495.478809,-23.2,-52.469
Tapejara,PR,TAPEJARA,412680,SUL,385,267,32.432094664,13244.734967,45927.343004,-23.733,-52.873
Tapira,PR,TAPIRA,412690,SUL,321,242,21.310470739,5961.9426942,40055.74038,-23.323,-53.068
Teixeira Soares,PR,TEIXEIRASOARES,412700,SUL,905,722,31.910193301,9190.5113423,43784.162054,-25.368,-50.461
Telêmaco Borba,PR,TELEMACOBORBA,412710,SUL,182,140,36.640101389,45973.823344,38709.860974,-24.324,-50.616
Terra Boa,PR,TERRABOA,412720,SUL,343,282,26.779945284,11853.561936,34041.314547,-23.768,-52.444
Terra Rica,PR,TERRARICA,412730,SUL,592,568,25.098887923,11975.186546,25255.187794,-22.709,-52.617
Terra Roxa,PR,TERRAROXA,412740,SUL,625,478,28.991377437,12329.059062,41039.824022,-24.157,-54.097
Tibagi,PR,TIBAGI,412750,SUL,2112,1809,58.774782151,19181.168504,59921.882905,-24.509,-50.414
Tijucas do Sul,PR,TIJUCASDOSUL,412760,SUL,2320,1961,26.277535136,14655.385957,45059.265025,-25.928,-49.199
Toledo,PR,TOLEDO,412770,SUL,1910,1542,31.773692815,71736.279188,44984.496931,-24.714,-53.743
Tomazina,PR,TOMAZINA,412780,SUL,766,628,30.013232278,6402.655636,42760.816335,-23.778,-49.95
Três Barras do Paraná,PR,TRESBARRASDOPARANA,412785,SUL,1088,1019,20.786436729,10366.110349,28606.686933,-25.419,-53.181
Tunas do Paraná,PR,TUNASDOPARANA,412788,SUL,862,380,44.070443691,9084.3234046,75085.149832,-24.974,-49.086
Tuneiras do Oeste,PR,TUNEIRASDOOESTE,412790,SUL,512,359,24.455244909,7218.2122632,45231.68461,-23.871,-52.876
Tupãssi,PR,TUPASSI,412795,SUL,271,221,18.13762133,6590.4691426,32819.733539,-24.588,-53.512
Turvo,PR,TURVO,412796,SUL,2321,1857,37.306053266,15502.525572,54100.255958,-25.043,-51.53
Ubiratã,PR,UBIRATA,412800,SUL,509,456,24.065915741,15043.137266,27619.412864,-24.545,-52.988
Umuarama,PR,UMUARAMA,412810,SUL,884,747,48.794080192,41409.83293,45169.269078,-23.766,-53.325
União da Vitória,PR,UNIAODAVITORIA,412820,SUL,552,451,35.635809546,39823.460732,37586.690932,-26.23,-51.086
Uniflor,PR,UNIFLOR,412830,SUL,119,112,15.531705829,4776.7265566,24656.055563,-23.087,-52.157
Uraí,PR,URAI,412840,SUL,456,408,14.127193036,9087.0857426,24161.469518,-23.198,-50.796
Wenceslau Braz,PR,WENCESLAUBRAZ,412850,SUL,706,592,18.226660773,14917.89806,29781.309054,-23.874,-49.803
Ventania,PR,VENTANIA,412853,SUL,597,504,32.51880819,10445.288035,38052.031728,-24.246,-50.243
Vera Cruz do Oeste,PR,VERACRUZDOOESTE,412855,SUL,448,271,25.117147148,7974.2685161,51143.655527,-25.058,-53.877
Verê,PR,VERE,412860,SUL,810,768,20.218072579,6768.4005509,28286.605163,-25.881,-52.908
Vila Alta,PR,VILAALTA,412862,SUL,207,179,33.420043419,5985.5895736,38211.175136,-23.508,-53.728
Doutor Ulysses,PR,DOUTORULYSSES,412863,SUL,960,562,32.942709035,7591.6797099,60722.578204,-24.568,-49.42
Virmond,PR,VIRMOND,412865,SUL,379,366,22.97047883,5771.7970544,26946.709347,-25.381,-52.199
Vitorino,PR,VITORINO,412870,SUL,337,321,16.287893457,6332.0790741,23061.649403,-26.277,-52.784
Xambrê,PR,XAMBRE,412880,SUL,318,274,27.382347334,5841.7620823,36083.089946,-23.736,-53.49
Abdon Batista,SC,ABDONBATISTA,420005,SUL,349,329,15.959354907,3870.5291788,29000.24604,-27.611,-51.023
Abelardo Luz,SC,ABELARDOLUZ,420010,SUL,1665,1518,30.040680949,23774.417145,36564.260545,-26.565,-52.328
Agrolândia,SC,AGROLANDIA,420020,SUL,427,399,19.91952051,7104.6046711,26037.037068,-27.412,-49.826
Agronômica,SC,AGRONOMICA,420030,SUL,509,480,15.009140631,4583.2632305,27424.4653,-27.265,-49.711
Água Doce,SC,AGUADOCE,420040,SUL,681,559,53.297869304,7213.6334848,54026.27088,-26.998,-51.556
Águas de Chapecó,SC,AGUASDECHAPECO,420050,SUL,445,425,14.650428444,4366.8079414,26520.920806,-27.07,-52.987
Águas Frias,SC,AGUASFRIAS,420055,SUL,272,254,9.442524381,3748.3352537,25929.73695,-26.88,-52.859
Águas Mornas,SC,AGUASMORNAS,420060,SUL,390,309,27.209107713,4656.2945198,43630.987514,-27.694,-48.824
Alfredo Wagner,SC,ALFREDOWAGNER,420070,SUL,1227,1141,20.499216371,9656.4923682,30257.112568,-27.7,-49.334
Alto Bela Vista,SC,ALTOBELAVISTA,420075,SUL,181,151,15.559580923,3815.6582401,35346.546735,-27.458,-51.879
Anchieta,SC,ANCHIETA,420080,SUL,682,601,13.504169306,5776.5593382,29690.728254,-26.534,-53.331
Angelina,SC,ANGELINA,420090,SUL,699,624,27.290511755,4692.9528993,38758.009555,-27.569,-48.985
Anita Garibaldi,SC,ANITAGARIBALDI,420100,SUL,707,628,24.004162816,9973.9966118,31293.564171,-27.689,-51.13
Anitápolis,SC,ANITAPOLIS,420110,SUL,465,458,20.79927479,5061.0576259,26304.707619,-27.902,-49.129
Antônio Carlos,SC,ANTONIOCARLOS,420120,SUL,799,737,16.316732624,5593.9484835,29497.910557,-27.517,-48.768
Apiúna,SC,APIUNA,420125,SUL,977,805,24.96570782,9959.4722423,38182.572799,-27.036,-49.39
Arabutã,SC,ARABUTA,420127,SUL,428,423,13.207899281,4749.2261254,22310.580767,-27.16,-52.142
Araquari,SC,ARAQUARI,420130,SUL,328,259,25.217588898,16233.989942,34121.46867,-26.37,-48.722
Araranguá,SC,ARARANGUA,420140,SUL,1669,778,19.882615722,33101.335287,61323.610414,-28.935,-49.486
Armazém,SC,ARMAZEM,420150,SUL,353,194,12.63478434,5557.8607378,50339.649301,-28.262,-49.018
Arroio Trinta,SC,ARROIOTRINTA,420160,SUL,247,245,8.3968137161,4044.0372039,20100.726705,-26.933,-51.339
Arvoredo,SC,ARVOREDO,420165,SUL,359,327,9.1794713002,3593.2300445,28599.934854,-27.074,-52.456
Ascurra,SC,ASCURRA,420170,SUL,226,204,10.572409776,3970.2322083,27605.777955,-26.955,-49.376
Atalanta,SC,ATALANTA,420180,SUL,445,438,11.290681537,4410.2701635,22513.749805,-27.42,-49.781
Aurora,SC,AURORA,420190,SUL,566,504,15.622612056,6164.9618164,28830.780875,-27.315,-49.638
Balneário Arroio do Silva,SC,BALNEARIOARROIODOSILVA,420195,SUL,394,379,17.002068336,7066.3635648,22324.317061,-28.984,-49.413
Balneário Camboriú,SC,BALNEARIOCAMBORIU,420200,SUL,32,1,9.0679160654,81637.886893,73230.706948,-26.991,-48.635
Balneário Barra do Sul,SC,BALNEARIOBARRADOSUL,420205,SUL,82,45,12.192184541,6042.7110207,47494.582964,-26.456,-48.612
Balneário Gaivota,SC,BALNEARIOGAIVOTA,420207,SUL,544,398,13.930656281,6582.7957259,38236.575877,-29.157,-49.579
Bandeirante,SC,BANDEIRANTE,420208,SUL,471,410,10.445475981,5782.7926168,27269.246003,-26.769,-53.638
Barra Bonita,SC,BARRABONITA,420209,SUL,320,304,11.567729426,4433.5590164,24115.604806,-26.654,-53.44
Barra Velha,SC,BARRAVELHA,420210,SUL,236,199,14.525627226,19363.208965,23318.747001,-26.632,-48.685
Bela Vista do Toldo,SC,BELAVISTADOTOLDO,420213,SUL,1098,1041,41.251410018,7303.3065973,41338.119587,-26.273,-50.464
Belmonte,SC,BELMONTE,420215,SUL,188,174,12.781619368,4341.8404469,25822.325381,-26.841,-53.576
Benedito Novo,SC,BENEDITONOVO,420220,SUL,477,218,21.706719593,5083.3987504,63543.492539,-26.783,-49.364
Biguaçu,SC,BIGUACU,420230,SUL,1235,762,20.847748754,27937.695151,48646.212215,-27.494,-48.656
Blumenau,SC,BLUMENAU,420240,SUL,664,509,34.389970619,193553.86938,40123.082947,-26.919,-49.066
Bocaina do Sul,SC,BOCAINADOSUL,420243,SUL,427,416,19.411245693,6301.9676533,23944.051,-27.744,-49.944
Bombinhas,SC,BOMBINHAS,420245,SUL,15,5,10.218014615,15529.617499,55526.721569,-27.138,-48.517
Bom Jardim da Serra,SC,BOMJARDIMDASERRA,420250,SUL,271,236,32.635076467,4322.971597,41222.721131,-28.337,-49.625
Bom Jesus,SC,BOMJESUS,420253,SUL,218,217,7.3771488521,4132.8537102,18808.327129,-26.734,-52.394
Bom Jesus do Oeste,SC,BOMJESUSDOOESTE,420257,SUL,211,208,7.113752814,3618.7742516,21115.704432,-26.69,-53.098
